benchmark_id,benchmark_family,granularity,semantic_label_mode,rollback_split_condition,method_id,compiler,compiler_id,opt_level,profile_condition,status,error_message,comparison_sites,worst_case_depth,expected_depth,accept_predicate_num_intervals,accept_predicate_comparison_sites,accept_predicate_worst_case_depth,accept_predicate_expected_depth,rollbackacc_predicate_num_intervals,rollbackacc_predicate_comparison_sites,rollbackacc_predicate_worst_case_depth,rollbackacc_predicate_expected_depth,throughput_bytes_per_sec
BM3,JSON-like lexer,fine,fine,on,B1,clang,clang_O3,-O3,B_to_A,completed,,0,0,0.0,7,13,13,8.409418693161332,5,10,10,6.582959416690036,6277957446808.511
BM3,JSON-like lexer,fine,fine,on,B1,clang,clang_Os,-Os,B_to_A,completed,,0,0,0.0,7,13,13,8.409418693161332,5,10,10,6.582959416690036,259357021.9966159
BM3,JSON-like lexer,fine,fine,on,B2,gcc,gcc_O2,-O2,B_to_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.128400304474981,238996013.27719632
BM3,JSON-like lexer,fine,fine,on,B2,gcc,gcc_O3,-O3,B_to_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.128400304474981,251027714.25460088
BM3,JSON-like lexer,fine,fine,on,B2,gcc,gcc_Os,-Os,B_to_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.128400304474981,212027927.00348082
BM3,JSON-like lexer,fine,fine,on,B2,clang,clang_O2,-O2,B_to_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.128400304474981,5464148148148.148
BM3,JSON-like lexer,fine,fine,on,B2,clang,clang_O3,-O3,B_to_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.128400304474981,6277957446808.511
BM3,JSON-like lexer,fine,fine,on,B2,clang,clang_Os,-Os,B_to_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.128400304474981,274758776.8716326
BM3,JSON-like lexer,fine,fine,on,B3,gcc,gcc_O2,-O2,B_to_A,completed,,17,17,12.8364047914747,1,1,1,1.0,1,1,1,1.0,179290758.07742342
BM3,JSON-like lexer,fine,fine,on,B3,gcc,gcc_O3,-O3,B_to_A,completed,,17,17,12.8364047914747,1,1,1,1.0,1,1,1,1.0,191412440.66690496
BM3,JSON-like lexer,fine,fine,on,B3,gcc,gcc_Os,-Os,B_to_A,completed,,17,17,12.8364047914747,1,1,1,1.0,1,1,1,1.0,172694545.03101683
BM3,JSON-like lexer,fine,fine,on,B3,clang,clang_O2,-O2,B_to_A,completed,,17,17,12.8364047914747,1,1,1,1.0,1,1,1,1.0,4917733333333.334
BM3,JSON-like lexer,fine,fine,on,B3,clang,clang_O3,-O3,B_to_A,completed,,17,17,12.8364047914747,1,1,1,1.0,1,1,1,1.0,5901280000000.0
BM3,JSON-like lexer,fine,fine,on,B3,clang,clang_Os,-Os,B_to_A,completed,,17,17,12.8364047914747,1,1,1,1.0,1,1,1,1.0,182871450.6617581
BM3,JSON-like lexer,fine,fine,on,B4,gcc,gcc_O2,-O2,B_to_A,completed,,17,17,2.8982312407355475,5,9,9,2.183736629141461,2,4,4,1.348173150114178,209209310.70203215
BM3,JSON-like lexer,fine,fine,on,B4,gcc,gcc_O3,-O3,B_to_A,completed,,17,17,2.8982312407355475,5,9,9,2.183736629141461,2,4,4,1.348173150114178,238877986.54153794
BM3,JSON-like lexer,fine,fine,on,B4,gcc,gcc_Os,-Os,B_to_A,completed,,17,17,2.8982312407355475,5,9,9,2.183736629141461,2,4,4,1.348173150114178,209875076.73004466
BM3,JSON-like lexer,fine,fine,on,B4,clang,clang_O2,-O2,B_to_A,completed,,17,17,2.8982312407355475,5,9,9,2.183736629141461,2,4,4,1.348173150114178,5674307692307.692
BM3,JSON-like lexer,fine,fine,on,B4,clang,clang_O3,-O3,B_to_A,completed,,17,17,2.8982312407355475,5,9,9,2.183736629141461,2,4,4,1.348173150114178,5674307692307.692
BM3,JSON-like lexer,fine,fine,on,B4,clang,clang_Os,-Os,B_to_A,completed,,17,17,2.8982312407355475,5,9,9,2.183736629141461,2,4,4,1.348173150114178,209145842.267358
BM3,JSON-like lexer,fine,fine,on,B5_TREE,gcc,gcc_O2,-O2,B_to_A,completed,,17,7,4.252203437362285,1,1,1,1.0,1,2,2,1.4835843916509754,213299945.276937
BM3,JSON-like lexer,fine,fine,on,B5_TREE,gcc,gcc_O3,-O3,B_to_A,completed,,17,7,4.252203437362285,1,1,1,1.0,1,2,2,1.4835843916509754,232492209.26063815
BM3,JSON-like lexer,fine,fine,on,B5_TREE,gcc,gcc_Os,-Os,B_to_A,completed,,17,7,4.252203437362285,1,1,1,1.0,1,2,2,1.4835843916509754,206872423.8576634
BM3,JSON-like lexer,fine,fine,on,B5_TREE,clang,clang_O2,-O2,B_to_A,completed,,17,7,4.252203437362285,1,1,1,1.0,1,2,2,1.4835843916509754,5176561403508.771
BM3,JSON-like lexer,fine,fine,on,B5_TREE,clang,clang_O3,-O3,B_to_A,completed,,17,7,4.252203437362285,1,1,1,1.0,1,2,2,1.4835843916509754,6706000000000.0
BM3,JSON-like lexer,fine,fine,on,B5_TREE,clang,clang_Os,-Os,B_to_A,completed,,17,7,4.252203437362285,1,1,1,1.0,1,2,2,1.4835843916509754,223518601.4255121
BM3,JSON-like lexer,fine,fine,on,B5_DAG,gcc,gcc_O2,-O2,B_to_A,completed,,17,7,4.252203437362285,1,1,1,1.0,1,2,2,1.4835843916509754,189415814.2664008
BM3,JSON-like lexer,fine,fine,on,B5_DAG,gcc,gcc_O3,-O3,B_to_A,completed,,17,7,4.252203437362285,1,1,1,1.0,1,2,2,1.4835843916509754,208024771.43388927
BM3,JSON-like lexer,fine,fine,on,B5_DAG,gcc,gcc_Os,-Os,B_to_A,completed,,17,7,4.252203437362285,1,1,1,1.0,1,2,2,1.4835843916509754,133195021.12150256
BM3,JSON-like lexer,fine,fine,on,B5_DAG,clang,clang_O2,-O2,B_to_A,completed,,17,7,4.252203437362285,1,1,1,1.0,1,2,2,1.4835843916509754,5674307692307.692
BM3,JSON-like lexer,fine,fine,on,B5_DAG,clang,clang_O3,-O3,B_to_A,completed,,17,7,4.252203437362285,1,1,1,1.0,1,2,2,1.4835843916509754,7025333333333.334
BM3,JSON-like lexer,fine,fine,on,B5_DAG,clang,clang_Os,-Os,B_to_A,completed,,17,7,4.252203437362285,1,1,1,1.0,1,2,2,1.4835843916509754,186258023.13896
BM3,JSON-like lexer,fine,fine,on,B1,gcc,gcc_O2,-O2,uniform,completed,,0,0,0.0,7,13,13,7.534851567191624,5,10,10,5.966542681706244,236023254.84662616
BM3,JSON-like lexer,fine,fine,on,B1,gcc,gcc_O3,-O3,uniform,completed,,0,0,0.0,7,13,13,7.534851567191624,5,10,10,5.966542681706244,267568888.57855615
BM3,JSON-like lexer,fine,fine,on,B1,gcc,gcc_Os,-Os,uniform,completed,,0,0,0.0,7,13,13,7.534851567191624,5,10,10,5.966542681706244,221266027.05908996
BM3,JSON-like lexer,fine,fine,on,B1,clang,clang_O2,-O2,uniform,completed,,0,0,0.0,7,13,13,7.534851567191624,5,10,10,5.966542681706244,6277957446808.511
BM3,JSON-like lexer,fine,fine,on,B1,clang,clang_O3,-O3,uniform,completed,,0,0,0.0,7,13,13,7.534851567191624,5,10,10,5.966542681706244,5364800000000.0
BM3,JSON-like lexer,fine,fine,on,B1,clang,clang_Os,-Os,uniform,completed,,0,0,0.0,7,13,13,7.534851567191624,5,10,10,5.966542681706244,264056622.93823218
BM3,JSON-like lexer,fine,fine,on,B2,gcc,gcc_O2,-O2,uniform,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1754425983771781,243233195.2013493
BM3,JSON-like lexer,fine,fine,on,B2,gcc,gcc_O3,-O3,uniform,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1754425983771781,260672211.7436072
BM3,JSON-like lexer,fine,fine,on,B2,gcc,gcc_Os,-Os,uniform,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1754425983771781,215635046.32224673
BM3,JSON-like lexer,fine,fine,on,B2,clang,clang_O2,-O2,uniform,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1754425983771781,5176561403508.771
BM3,JSON-like lexer,fine,fine,on,B2,clang,clang_O3,-O3,uniform,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1754425983771781,6147166666666.667
BM3,JSON-like lexer,fine,fine,on,B2,clang,clang_Os,-Os,uniform,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1754425983771781,281174004.1928721
BM3,JSON-like lexer,fine,fine,on,B3,gcc,gcc_O2,-O2,uniform,completed,,17,17,12.991811406306008,1,1,1,1.0,1,1,1,1.0,182147716.30133906
BM3,JSON-like lexer,fine,fine,on,B3,gcc,gcc_O3,-O3,uniform,completed,,17,17,12.991811406306008,1,1,1,1.0,1,1,1,1.0,197358511.26304793
BM3,JSON-like lexer,fine,fine,on,B3,gcc,gcc_Os,-Os,uniform,completed,,17,17,12.991811406306008,1,1,1,1.0,1,1,1,1.0,177876268.37455148
BM3,JSON-like lexer,fine,fine,on,B3,clang,clang_O2,-O2,uniform,completed,,17,17,12.991811406306008,1,1,1,1.0,1,1,1,1.0,6556977777777.778
BM3,JSON-like lexer,fine,fine,on,B3,clang,clang_O3,-O3,uniform,completed,,17,17,12.991811406306008,1,1,1,1.0,1,1,1,1.0,6556977777777.778
BM3,JSON-like lexer,fine,fine,on,B3,clang,clang_Os,-Os,uniform,completed,,17,17,12.991811406306008,1,1,1,1.0,1,1,1,1.0,180588775.3228472
BM3,JSON-like lexer,fine,fine,on,B4,gcc,gcc_O2,-O2,uniform,completed,,17,17,3.168967138554357,4,8,8,1.840352682125217,2,4,4,1.4659770682134527,210415519.7348341
BM3,JSON-like lexer,fine,fine,on,B4,gcc,gcc_O3,-O3,uniform,completed,,17,17,3.168967138554357,4,8,8,1.840352682125217,2,4,4,1.4659770682134527,248529571.55214745
BM3,JSON-like lexer,fine,fine,on,B4,gcc,gcc_Os,-Os,uniform,completed,,17,17,3.168967138554357,4,8,8,1.840352682125217,2,4,4,1.4659770682134527,210401565.90379962
BM3,JSON-like lexer,fine,fine,on,B4,clang,clang_O2,-O2,uniform,completed,,17,17,3.168967138554357,4,8,8,1.840352682125217,2,4,4,1.4659770682134527,7196682926829.268
BM3,JSON-like lexer,fine,fine,on,B4,clang,clang_O3,-O3,uniform,completed,,17,17,3.168967138554357,4,8,8,1.840352682125217,2,4,4,1.4659770682134527,6556977777777.778
BM3,JSON-like lexer,fine,fine,on,B4,clang,clang_Os,-Os,uniform,completed,,17,17,3.168967138554357,4,8,8,1.840352682125217,2,4,4,1.4659770682134527,204961492.96301004
BM3,JSON-like lexer,fine,fine,on,B5_TREE,gcc,gcc_O2,-O2,uniform,completed,,17,7,4.183435671357612,1,1,1,1.0,1,2,2,1.366261504299128,218878354.51047534
BM3,JSON-like lexer,fine,fine,on,B5_TREE,gcc,gcc_O3,-O3,uniform,completed,,17,7,4.183435671357612,1,1,1,1.0,1,2,2,1.366261504299128,236786374.3350354
BM3,JSON-like lexer,fine,fine,on,B5_TREE,gcc,gcc_Os,-Os,uniform,completed,,17,7,4.183435671357612,1,1,1,1.0,1,2,2,1.366261504299128,209656011.34596965
BM3,JSON-like lexer,fine,fine,on,B5_TREE,clang,clang_O2,-O2,uniform,completed,,17,7,4.183435671357612,1,1,1,1.0,1,2,2,1.366261504299128,6147166666666.667
BM3,JSON-like lexer,fine,fine,on,B5_TREE,clang,clang_O3,-O3,uniform,completed,,17,7,4.183435671357612,1,1,1,1.0,1,2,2,1.366261504299128,6706000000000.0
BM3,JSON-like lexer,fine,fine,on,B5_TREE,clang,clang_Os,-Os,uniform,completed,,17,7,4.183435671357612,1,1,1,1.0,1,2,2,1.366261504299128,228023143.57937232
BM3,JSON-like lexer,fine,fine,on,B5_DAG,gcc,gcc_O2,-O2,uniform,completed,,17,7,4.183435671357612,1,1,1,1.0,1,2,2,1.366261504299128,190677689.53936446
BM3,JSON-like lexer,fine,fine,on,B5_DAG,gcc,gcc_O3,-O3,uniform,completed,,17,7,4.183435671357612,1,1,1,1.0,1,2,2,1.366261504299128,204759095.92444292
BM3,JSON-like lexer,fine,fine,on,B5_DAG,gcc,gcc_Os,-Os,uniform,completed,,17,7,4.183435671357612,1,1,1,1.0,1,2,2,1.366261504299128,138513718.09887734
BM3,JSON-like lexer,fine,fine,on,B5_DAG,clang,clang_O2,-O2,uniform,completed,,17,7,4.183435671357612,1,1,1,1.0,1,2,2,1.366261504299128,6706000000000.0
BM3,JSON-like lexer,fine,fine,on,B5_DAG,clang,clang_O3,-O3,uniform,completed,,17,7,4.183435671357612,1,1,1,1.0,1,2,2,1.366261504299128,6706000000000.0
BM3,JSON-like lexer,fine,fine,on,B5_DAG,clang,clang_Os,-Os,uniform,completed,,17,7,4.183435671357612,1,1,1,1.0,1,2,2,1.366261504299128,185179211.4582869
BM4,HTML-like lexer,binary,binary,off,B1,gcc,gcc_O2,-O2,same_A,completed,,0,0,0.0,3,4,4,3.0068281155237675,1,2,2,1.2813539117886943,326191563.21789104
BM4,HTML-like lexer,binary,binary,off,B1,gcc,gcc_O3,-O3,same_A,completed,,0,0,0.0,3,4,4,3.0068281155237675,1,2,2,1.2813539117886943,366557587.09286875
BM4,HTML-like lexer,binary,binary,off,B1,gcc,gcc_Os,-Os,same_A,completed,,0,0,0.0,3,4,4,3.0068281155237675,1,2,2,1.2813539117886943,283805170.2395965
BM4,HTML-like lexer,binary,binary,off,B1,clang,clang_O2,-O2,same_A,completed,,0,0,0.0,3,4,4,3.0068281155237675,1,2,2,1.2813539117886943,6001533333333.333
BM4,HTML-like lexer,binary,binary,off,B1,clang,clang_O3,-O3,same_A,completed,,0,0,0.0,3,4,4,3.0068281155237675,1,2,2,1.2813539117886943,4656362068965.517
BM4,HTML-like lexer,binary,binary,off,B1,clang,clang_Os,-Os,same_A,completed,,0,0,0.0,3,4,4,3.0068281155237675,1,2,2,1.2813539117886943,362242270.1154051
BM4,HTML-like lexer,binary,binary,off,B2,gcc,gcc_O2,-O2,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,317430597.4280586
BM4,HTML-like lexer,binary,binary,off,B2,gcc,gcc_O3,-O3,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,334683705.5635005
BM4,HTML-like lexer,binary,binary,off,B2,gcc,gcc_Os,-Os,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,272394705.9998265
BM4,HTML-like lexer,binary,binary,off,B2,clang,clang_O2,-O2,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,5746148936170.213
BM4,HTML-like lexer,binary,binary,off,B2,clang,clang_O3,-O3,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,5626437500000.0
BM4,HTML-like lexer,binary,binary,off,B2,clang,clang_Os,-Os,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,364246351.0491661
BM4,HTML-like lexer,binary,binary,off,B3,gcc,gcc_O2,-O2,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2626367191584582,318818971.2569591
BM4,HTML-like lexer,binary,binary,off,B3,gcc,gcc_O3,-O3,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2626367191584582,347172552.0947153
BM4,HTML-like lexer,binary,binary,off,B3,gcc,gcc_Os,-Os,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2626367191584582,285636171.33791643
BM4,HTML-like lexer,binary,binary,off,B3,clang,clang_O2,-O2,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2626367191584582,6001533333333.333
BM4,HTML-like lexer,binary,binary,off,B3,clang,clang_O3,-O3,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2626367191584582,5193634615384.615
BM4,HTML-like lexer,binary,binary,off,B3,clang,clang_Os,-Os,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2626367191584582,386770944.0241971
BM4,HTML-like lexer,binary,binary,off,B4,gcc,gcc_O2,-O2,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2626367191584582,316340431.2141206
BM4,HTML-like lexer,binary,binary,off,B4,gcc,gcc_O3,-O3,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2626367191584582,344880912.3983659
BM4,HTML-like lexer,binary,binary,off,B4,gcc,gcc_Os,-Os,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2626367191584582,288498269.4526343
BM4,HTML-like lexer,binary,binary,off,B4,clang,clang_O2,-O2,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2626367191584582,5193634615384.615
BM4,HTML-like lexer,binary,binary,off,B4,clang,clang_O3,-O3,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2626367191584582,5626437500000.0
BM4,HTML-like lexer,binary,binary,off,B4,clang,clang_Os,-Os,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2626367191584582,384649566.95251644
BM4,HTML-like lexer,binary,binary,off,B5_TREE,gcc,gcc_O2,-O2,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,320074190.83399504
BM4,HTML-like lexer,binary,binary,off,B5_TREE,gcc,gcc_O3,-O3,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,342407345.4235638
BM4,HTML-like lexer,binary,binary,off,B5_TREE,gcc,gcc_Os,-Os,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,284452931.38115066
BM4,HTML-like lexer,binary,binary,off,B5_TREE,clang,clang_O2,-O2,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,5746148936170.213
BM4,HTML-like lexer,binary,binary,off,B5_TREE,clang,clang_O3,-O3,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,5295470588235.294
BM4,HTML-like lexer,binary,binary,off,B5_TREE,clang,clang_Os,-Os,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,385374631.13373935
BM4,HTML-like lexer,binary,binary,off,B5_DAG,gcc,gcc_O2,-O2,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,311254866.43662745
BM4,HTML-like lexer,binary,binary,off,B5_DAG,gcc,gcc_O3,-O3,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,333203376.0917334
BM4,HTML-like lexer,binary,binary,off,B5_DAG,gcc,gcc_Os,-Os,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,277412383.19556993
BM4,HTML-like lexer,binary,binary,off,B5_DAG,clang,clang_O2,-O2,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,5001277777777.777
BM4,HTML-like lexer,binary,binary,off,B5_DAG,clang,clang_O3,-O3,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,5871065217391.304
BM4,HTML-like lexer,binary,binary,off,B5_DAG,clang,clang_Os,-Os,same_A,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,378797526.94385695
BM4,HTML-like lexer,binary,binary,off,B1,gcc,gcc_O2,-O2,same_B,completed,,0,0,0.0,3,4,4,2.91396381931064,1,2,2,1.3308579533290517,358023807.39282197
BM4,HTML-like lexer,binary,binary,off,B1,gcc,gcc_O3,-O3,same_B,completed,,0,0,0.0,3,4,4,2.91396381931064,1,2,2,1.3308579533290517,409393625.315636
BM4,HTML-like lexer,binary,binary,off,B1,gcc,gcc_Os,-Os,same_B,completed,,0,0,0.0,3,4,4,2.91396381931064,1,2,2,1.3308579533290517,318688402.0603624
BM4,HTML-like lexer,binary,binary,off,B1,clang,clang_O2,-O2,same_B,completed,,0,0,0.0,3,4,4,2.91396381931064,1,2,2,1.3308579533290517,4782847826086.956
BM4,HTML-like lexer,binary,binary,off,B1,clang,clang_O3,-O3,same_B,completed,,0,0,0.0,3,4,4,2.91396381931064,1,2,2,1.3308579533290517,3606737704918.0327
BM4,HTML-like lexer,binary,binary,off,B1,clang,clang_Os,-Os,same_B,completed,,0,0,0.0,3,4,4,2.91396381931064,1,2,2,1.3308579533290517,417913538.01208466
BM4,HTML-like lexer,binary,binary,off,B2,gcc,gcc_O2,-O2,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,354382607.771222
BM4,HTML-like lexer,binary,binary,off,B2,gcc,gcc_O3,-O3,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,373747583.502927
BM4,HTML-like lexer,binary,binary,off,B2,gcc,gcc_Os,-Os,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,307742985.90887344
BM4,HTML-like lexer,binary,binary,off,B2,clang,clang_O2,-O2,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,4681085106382.979
BM4,HTML-like lexer,binary,binary,off,B2,clang,clang_O3,-O3,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,4400220000000.0
BM4,HTML-like lexer,binary,binary,off,B2,clang,clang_Os,-Os,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,411386996.7071987
BM4,HTML-like lexer,binary,binary,off,B3,gcc,gcc_O2,-O2,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.480103296938557,361170527.98849565
BM4,HTML-like lexer,binary,binary,off,B3,gcc,gcc_O3,-O3,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.480103296938557,388327117.46837497
BM4,HTML-like lexer,binary,binary,off,B3,gcc,gcc_Os,-Os,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.480103296938557,325442727.9020644
BM4,HTML-like lexer,binary,binary,off,B3,clang,clang_O2,-O2,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.480103296938557,3928767857142.8574
BM4,HTML-like lexer,binary,binary,off,B3,clang,clang_O3,-O3,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.480103296938557,4583562500000.0
BM4,HTML-like lexer,binary,binary,off,B3,clang,clang_Os,-Os,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.480103296938557,420796642.9757251
BM4,HTML-like lexer,binary,binary,off,B4,gcc,gcc_O2,-O2,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.480103296938557,353255974.14295554
BM4,HTML-like lexer,binary,binary,off,B4,gcc,gcc_O3,-O3,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.480103296938557,385629025.8971999
BM4,HTML-like lexer,binary,binary,off,B4,gcc,gcc_Os,-Os,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.480103296938557,323343498.54870117
BM4,HTML-like lexer,binary,binary,off,B4,clang,clang_O2,-O2,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.480103296938557,3928767857142.8574
BM4,HTML-like lexer,binary,binary,off,B4,clang,clang_O3,-O3,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.480103296938557,4490020408163.265
BM4,HTML-like lexer,binary,binary,off,B4,clang,clang_Os,-Os,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.480103296938557,417174203.23710996
BM4,HTML-like lexer,binary,binary,off,B5_TREE,gcc,gcc_O2,-O2,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,366971237.56530094
BM4,HTML-like lexer,binary,binary,off,B5_TREE,gcc,gcc_O3,-O3,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,378767037.20855767
BM4,HTML-like lexer,binary,binary,off,B5_TREE,gcc,gcc_Os,-Os,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,322834403.0356656
BM4,HTML-like lexer,binary,binary,off,B5_TREE,clang,clang_O2,-O2,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,4313941176470.5884
BM4,HTML-like lexer,binary,binary,off,B5_TREE,clang,clang_O3,-O3,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,4889133333333.333
BM4,HTML-like lexer,binary,binary,off,B5_TREE,clang,clang_Os,-Os,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,439082363.74159294
BM4,HTML-like lexer,binary,binary,off,B5_DAG,gcc,gcc_O2,-O2,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,353007149.6418761
BM4,HTML-like lexer,binary,binary,off,B5_DAG,gcc,gcc_O3,-O3,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,381049287.9930445
BM4,HTML-like lexer,binary,binary,off,B5_DAG,gcc,gcc_Os,-Os,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,315635665.6208171
BM4,HTML-like lexer,binary,binary,off,B5_DAG,clang,clang_O2,-O2,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,4782847826086.956
BM4,HTML-like lexer,binary,binary,off,B5_DAG,clang,clang_O3,-O3,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,4681085106382.979
BM4,HTML-like lexer,binary,binary,off,B5_DAG,clang,clang_Os,-Os,same_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.2651065082423465,428347808.81846166
BM4,HTML-like lexer,binary,binary,off,B1,gcc,gcc_O2,-O2,A_to_B,completed,,0,0,0.0,3,4,4,3.0068281155237675,1,2,2,1.2813539117886943,369810515.2043353
BM4,HTML-like lexer,binary,binary,off,B1,gcc,gcc_O3,-O3,A_to_B,completed,,0,0,0.0,3,4,4,3.0068281155237675,1,2,2,1.2813539117886943,423621086.0331409
BM4,HTML-like lexer,binary,binary,off,B1,gcc,gcc_Os,-Os,A_to_B,completed,,0,0,0.0,3,4,4,3.0068281155237675,1,2,2,1.2813539117886943,336652767.6829502
BM4,HTML-like lexer,binary,binary,off,B1,clang,clang_O2,-O2,A_to_B,completed,,0,0,0.0,3,4,4,3.0068281155237675,1,2,2,1.2813539117886943,4681085106382.979
BM4,HTML-like lexer,binary,binary,off,B1,clang,clang_O3,-O3,A_to_B,completed,,0,0,0.0,3,4,4,3.0068281155237675,1,2,2,1.2813539117886943,4889133333333.333
BM4,HTML-like lexer,binary,binary,off,B1,clang,clang_Os,-Os,A_to_B,completed,,0,0,0.0,3,4,4,3.0068281155237675,1,2,2,1.2813539117886943,429121456.7554969
BM4,HTML-like lexer,binary,binary,off,B2,gcc,gcc_O2,-O2,A_to_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,365396975.6607957
BM4,HTML-like lexer,binary,binary,off,B2,gcc,gcc_O3,-O3,A_to_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,382850212.1232159
BM4,HTML-like lexer,binary,binary,off,B2,gcc,gcc_Os,-Os,A_to_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,319519640.76169676
BM4,HTML-like lexer,binary,binary,off,B2,clang,clang_O2,-O2,A_to_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,5000250000000.0
BM4,HTML-like lexer,binary,binary,off,B2,clang,clang_O3,-O3,A_to_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,4583562500000.0
BM4,HTML-like lexer,binary,binary,off,B2,clang,clang_Os,-Os,A_to_B,completed,,1,1,1.0,1,1,1,1.0,1,2,2,1.1520170650605432,428581446.85758364
